date,destination,bookings,searches,cancellations,adr,room_nights
2022-05-29,ESP,334,567,34,156.96,904.08
2022-05-30,ESP,352,540,38,164.93,1009.17
2022-05-31,ESP,257,486,26,165.41,721.11
2022-06-01,ESP,397,542,44,166.51,1038.91
2022-06-02,ESP,355,519,36,157.83,932.48
2022-06-03,ESP,315,584,32,160.52,936.78
2022-06-04,ESP,515,942,63,166.16,1487.91
2022-06-05,ESP,367,683,37,162.76,922.71
2022-06-06,ESP,334,483,36,162.23,880.94
2022-06-07,ESP,443,808,50,159.38,1274.7
2022-06-08,ESP,288,496,35,166.32,793.48
2022-06-09,ESP,311,548,32,153.08,824.88
2022-06-10,ESP,354,579,41,163.99,1038.85
2022-06-11,ESP,504,983,61,158.87,1349.54
2022-06-12,ESP,413,570,50,162.81,1172.89
2022-06-13,ESP,341,528,40,152.06,855.75
2022-06-14,ESP,396,600,39,153.46,1138.94
2022-06-15,ESP,288,399,35,158.55,792.53
2022-06-16,ESP,382,708,39,165.4,1104.62
2022-06-17,ESP,366,621,42,154.63,940.05
2022-06-18,ESP,395,727,44,159.74,1159.62
2022-06-19,ESP,404,617,50,162.44,1168.97
2022-06-20,ESP,416,638,49,157.33,1114.23
2022-06-21,ESP,384,721,47,157.67,1085.12
2022-06-22,ESP,341,474,35,165.6,1020.72
2022-06-23,ESP,442,780,53,152.78,1289.37
2022-06-24,ESP,377,583,44,155.78,1120.35
2022-06-25,ESP,443,816,54,164.59,1135.01
2022-06-26,ESP,403,644,41,154.43,1199.66
2022-06-27,ESP,301,536,37,156.34,773.75
2022-06-28,ESP,463,874,53,153.98,1339.08
2022-06-29,ESP,413,752,45,153.52,1192.06
2022-06-30,ESP,281,464,34,151.32,790.82
2022-07-01,ESP,471,793,54,160.83,1378.52
2022-07-02,ESP,572,806,70,159.94,1645.51
2022-07-03,ESP,477,776,49,159.1,1276.52
2022-07-04,ESP,429,710,46,164.73,1256.24
2022-07-05,ESP,532,910,53,160.76,1544.0
2022-07-06,ESP,471,695,52,163.43,1328.79
2022-07-07,ESP,450,634,49,154.83,1153.07
2022-07-08,ESP,414,780,48,166.71,1220.75
2022-07-09,ESP,606,1032,64,158.55,1558.19
2022-07-10,ESP,401,761,47,155.45,1086.7
2022-07-11,ESP,340,646,36,161.93,890.14
2022-07-12,ESP,413,658,43,160.18,1209.33
2022-07-13,ESP,407,637,49,156.37,1150.94
2022-07-14,ESP,528,1050,60,166.11,1478.8
2022-07-15,ESP,514,765,61,151.23,1351.11
2022-07-16,ESP,483,838,49,155.23,1288.44
2022-07-17,ESP,595,866,70,157.44,1783.74
2022-07-18,ESP,468,675,49,162.99,1255.24
2022-07-19,ESP,465,845,47,159.26,1334.87
2022-07-20,ESP,434,705,52,154.36,1300.39
2022-07-21,ESP,374,555,38,163.08,1056.41
2022-07-22,ESP,570,999,60,156.3,1477.65
2022-07-23,ESP,555,986,65,166.82,1557.32
2022-07-24,ESP,449,614,55,163.33,1278.66
2022-07-25,ESP,520,697,59,160.97,1538.78
2022-07-26,ESP,424,777,42,165.42,1066.28
2022-07-27,ESP,539,1046,62,151.85,1404.34
2022-07-28,ESP,469,664,56,157.78,1303.99
2022-07-29,ESP,431,586,50,161.5,1195.78
2022-07-30,ESP,422,617,51,165.39,1225.17
2022-07-31,ESP,557,966,63,162.72,1406.86
2022-08-01,ESP,491,751,53,161.97,1347.6
2022-08-02,ESP,693,1210,82,160.28,2038.94
2022-08-03,ESP,423,800,49,163.01,1253.31
2022-08-04,ESP,540,1009,61,157.96,1412.67
2022-08-05,ESP,481,681,55,155.88,1305.73
2022-08-06,ESP,458,641,47,164.83,1264.68
2022-08-07,ESP,738,1232,73,163.18,2019.7
2022-08-08,ESP,523,1006,64,155.11,1470.11
2022-08-09,ESP,520,855,64,164.59,1502.61
2022-08-10,ESP,532,719,62,153.34,1559.03
2022-08-11,ESP,470,707,49,156.86,1253.16
2022-08-12,ESP,518,787,57,163.96,1374.81
2022-08-13,ESP,569,777,58,163.82,1562.96
2022-08-14,ESP,597,970,63,156.97,1548.72
2022-08-15,ESP,534,921,65,154.0,1446.46
2022-08-16,ESP,571,805,60,161.14,1484.93
2022-08-17,ESP,612,1089,66,165.81,1747.19
2022-08-18,ESP,449,618,50,161.42,1211.24
2022-08-19,ESP,614,1210,75,157.55,1614.22
2022-08-20,ESP,618,855,70,151.5,1615.0
2022-08-21,ESP,549,986,58,152.45,1504.83
2022-08-22,ESP,479,767,55,159.31,1292.42
2022-08-23,ESP,467,706,47,155.96,1323.26
2022-08-24,ESP,461,694,53,157.92,1267.25
2022-08-25,ESP,389,621,42,158.18,1109.43
2022-08-26,ESP,419,738,42,159.09,1146.78
2022-08-27,ESP,405,708,47,166.03,1092.34
2022-08-28,ESP,498,700,60,162.76,1436.68
2022-08-29,ESP,372,638,42,163.36,947.31
2022-08-30,ESP,447,725,46,156.59,1151.13
2022-08-31,ESP,501,954,59,152.53,1365.73
2022-09-01,ESP,587,1158,66,151.08,1731.37
2022-09-02,ESP,582,826,61,153.26,1658.96
2022-09-03,ESP,633,1129,63,153.44,1674.44
2022-09-04,ESP,559,948,64,151.56,1426.25
2022-09-05,ESP,552,895,60,152.96,1636.4
2022-09-06,ESP,504,884,57,155.84,1396.28
2022-09-07,ESP,516,756,58,165.69,1301.73
2022-09-08,ESP,458,869,55,154.22,1201.5
2022-09-09,ESP,386,644,45,153.69,1124.81
2022-09-10,ESP,492,763,57,165.11,1400.26
2022-09-11,ESP,586,827,70,158.36,1534.53
2022-09-12,ESP,435,676,45,151.68,1185.12
2022-09-13,ESP,452,892,53,166.33,1189.28
2022-09-14,ESP,441,856,51,151.88,1262.35
2022-09-15,ESP,573,870,68,152.19,1478.7
2022-09-16,ESP,466,847,54,158.14,1345.58
2022-09-17,ESP,635,1119,76,163.44,1608.43
2022-09-18,ESP,459,661,46,166.68,1288.43
2022-09-19,ESP,496,915,51,159.58,1240.89
2022-09-20,ESP,404,665,45,153.35,1197.19
2022-09-21,ESP,440,698,53,165.56,1194.85
2022-09-22,ESP,503,996,59,153.87,1374.57
2022-09-23,ESP,489,928,49,155.46,1223.25
2022-09-24,ESP,530,785,57,163.95,1362.18
2022-09-25,ESP,512,919,55,166.67,1419.23
2022-09-26,ESP,473,705,57,152.99,1400.46
2022-09-27,ESP,590,878,61,153.6,1499.94
2022-09-28,ESP,503,905,57,151.55,1277.61
2022-09-29,ESP,522,909,54,155.95,1412.54
2022-09-30,ESP,490,803,53,153.93,1285.84
2022-10-01,ESP,674,995,70,151.11,1977.99
2022-10-02,ESP,642,1204,70,153.38,1820.72
2022-10-03,ESP,477,657,56,159.0,1379.87
2022-10-04,ESP,533,727,55,151.56,1554.78
2022-10-05,ESP,587,1103,68,162.58,1553.4
2022-10-06,ESP,562,894,67,163.33,1570.68
2022-10-07,ESP,455,808,50,166.79,1220.18
2022-10-08,ESP,519,804,52,163.19,1469.04
2022-10-09,ESP,611,1153,61,165.84,1671.33
2022-10-10,ESP,511,1007,60,162.7,1288.54
2022-10-11,ESP,482,690,49,159.99,1219.18
2022-10-12,ESP,606,991,69,154.37,1581.21
2022-10-13,ESP,486,865,49,164.88,1412.82
2022-10-14,ESP,455,810,46,165.45,1224.52
2022-10-15,ESP,579,861,60,158.75,1556.6
2022-10-16,ESP,590,932,65,160.45,1517.05
2022-10-17,ESP,480,729,48,155.53,1420.39
2022-10-18,ESP,443,863,44,157.83,1296.96
2022-10-19,ESP,423,686,48,154.65,1089.38
2022-10-20,ESP,438,681,47,156.4,1268.31
2022-10-21,ESP,507,701,57,163.27,1381.55
2022-10-22,ESP,616,834,66,166.84,1809.83
2022-10-23,ESP,568,870,57,151.23,1585.79
2022-10-24,ESP,525,852,62,163.98,1485.02
2022-10-25,ESP,563,797,63,159.32,1528.08
2022-10-26,ESP,435,751,53,161.47,1150.1
2022-10-27,ESP,608,990,61,163.56,1813.76
2022-10-28,ESP,641,1252,74,164.53,1697.55
2022-10-29,ESP,585,796,70,165.19,1667.62
2022-10-30,ESP,623,1052,70,165.91,1837.01
2022-10-31,ESP,429,803,49,155.28,1215.88
2022-11-01,ESP,410,725,49,159.78,1089.53
2022-11-02,ESP,469,923,54,155.61,1360.95
2022-11-03,ESP,429,769,52,156.5,1078.69
2022-11-04,ESP,415,767,42,154.17,1086.77
2022-11-05,ESP,603,1139,68,165.64,1781.27
2022-11-06,ESP,501,930,61,165.78,1452.51
2022-11-07,ESP,467,860,49,153.28,1337.54
2022-11-08,ESP,401,723,49,158.0,1197.91
2022-11-09,ESP,387,564,45,161.37,1012.39
2022-11-10,ESP,454,720,48,162.21,1332.49
2022-11-11,ESP,351,592,37,154.07,928.31
2022-11-12,ESP,400,538,48,159.35,1187.11
2022-11-13,ESP,454,757,50,165.58,1313.55
2022-11-14,ESP,496,880,59,155.45,1407.31
2022-11-15,ESP,578,809,61,165.04,1712.2
2022-11-16,ESP,479,898,52,162.26,1228.53
2022-11-17,ESP,388,770,40,161.66,1071.93
2022-11-18,ESP,522,843,58,156.1,1495.22
2022-11-19,ESP,473,653,47,155.78,1397.04
2022-11-20,ESP,575,1138,70,159.95,1481.54
2022-11-21,ESP,507,935,54,151.81,1316.03
2022-11-22,ESP,368,707,38,157.34,954.79
2022-11-23,ESP,461,696,57,163.05,1154.21
2022-11-24,ESP,431,663,44,152.28,1115.51
2022-11-25,ESP,363,670,37,163.33,938.28
2022-11-26,ESP,572,1054,63,165.38,1509.08
2022-11-27,ESP,505,874,50,158.32,1368.87
2022-11-28,ESP,468,881,56,153.31,1227.13
2022-11-29,ESP,454,837,51,152.35,1139.69
2022-11-30,ESP,510,732,53,166.22,1442.33
2022-12-01,ESP,445,811,51,157.53,1146.1
2022-12-02,ESP,387,700,44,159.88,1015.2
2022-12-03,ESP,486,896,49,156.32,1300.64
2022-12-04,ESP,528,786,62,159.6,1364.59
2022-12-05,ESP,359,601,42,163.12,914.76
2022-12-06,ESP,412,711,44,158.62,1136.42
2022-12-07,ESP,435,713,47,165.28,1261.77
2022-12-08,ESP,450,872,50,161.85,1307.09
2022-12-09,ESP,408,562,50,155.78,1145.2
2022-12-10,ESP,426,796,49,159.55,1215.11
2022-12-11,ESP,432,698,49,152.92,1129.38
2022-12-12,ESP,454,736,47,162.51,1356.5
2022-12-13,ESP,375,618,38,153.89,955.02
2022-12-14,ESP,529,840,60,158.79,1485.74
2022-12-15,ESP,373,691,42,166.07,1053.69
2022-12-16,ESP,370,744,46,161.5,1062.29
2022-12-17,ESP,492,738,53,157.82,1391.93
2022-12-18,ESP,558,854,57,156.18,1633.81
2022-12-19,ESP,477,772,50,153.14,1215.6
2022-12-20,ESP,350,670,42,163.41,976.8
2022-12-21,ESP,361,541,37,158.72,986.15
2022-12-22,ESP,450,611,51,158.72,1222.12
2022-12-23,ESP,409,664,49,155.29,1047.04
2022-12-24,ESP,476,907,48,151.34,1357.51
2022-12-25,ESP,384,741,38,165.12,1045.39
2022-12-26,ESP,445,798,54,156.38,1255.06
2022-12-27,ESP,335,669,40,166.1,988.12
2022-12-28,ESP,422,782,48,157.75,1109.58
2022-12-29,ESP,467,806,49,165.42,1223.24
2022-12-30,ESP,348,665,35,156.33,1019.76
2022-12-31,ESP,520,815,59,154.61,1476.37
2023-01-01,ESP,364,614,37,161.97,944.03
2023-01-02,ESP,339,625,36,155.99,871.28
2023-01-03,ESP,283,456,31,154.15,761.95
2023-01-04,ESP,320,555,32,154.19,899.85
2023-01-05,ESP,329,654,36,159.43,877.21
2023-01-06,ESP,364,504,38,163.36,980.62
2023-01-07,ESP,322,593,35,162.29,897.54
2023-01-08,ESP,382,697,46,152.15,1090.31
2023-01-09,ESP,373,737,41,154.86,990.05
2023-01-10,ESP,366,697,43,158.12,1096.57
2023-01-11,ESP,334,599,34,158.44,895.12
2023-01-12,ESP,301,589,33,158.52,780.01
2023-01-13,ESP,359,711,38,152.59,1011.62
2023-01-14,ESP,435,623,48,155.56,1181.21
2023-01-15,ESP,363,557,37,163.64,909.6
2023-01-16,ESP,383,598,43,155.74,1024.94
2023-01-17,ESP,284,419,31,155.35,723.04
2023-01-18,ESP,336,499,35,160.92,955.82
2023-01-19,ESP,364,663,42,152.15,975.53
2023-01-20,ESP,287,484,33,155.56,763.96
2023-01-21,ESP,443,759,54,152.75,1274.54
2023-01-22,ESP,437,691,48,164.15,1274.24
2023-01-23,ESP,410,650,45,166.47,1031.33
2023-01-24,ESP,351,507,36,161.04,1003.27
2023-01-25,ESP,274,526,28,163.9,814.32
2023-01-26,ESP,346,514,41,163.97,875.84
2023-01-27,ESP,431,767,51,159.22,1162.2
2023-01-28,ESP,388,650,42,153.56,1072.71
2023-01-29,ESP,385,539,47,162.85,987.71
2023-01-30,ESP,358,625,38,164.41,956.78
2023-01-31,ESP,338,625,36,166.05,901.0
2023-02-01,ESP,293,504,34,162.96,796.08
2023-02-02,ESP,233,466,27,160.63,598.39
2023-02-03,ESP,311,581,37,155.3,865.16
2023-02-04,ESP,305,522,34,163.14,835.5
2023-02-05,ESP,381,523,43,158.38,976.65
2023-02-06,ESP,310,583,33,160.76,903.33
2023-02-07,ESP,347,566,35,157.41,1026.01
2023-02-08,ESP,291,568,32,165.72,765.52
2023-02-09,ESP,206,316,23,152.74,538.24
2023-02-10,ESP,272,487,33,165.14,781.74
2023-02-11,ESP,290,516,30,158.25,791.92
2023-02-12,ESP,352,577,35,151.8,1033.97
2023-02-13,ESP,228,382,25,153.23,617.54
2023-02-14,ESP,235,446,23,160.36,611.05
2023-02-15,ESP,295,584,33,154.47,880.49
2023-02-16,ESP,274,415,28,163.46,724.23
2023-02-17,ESP,275,444,28,160.48,716.9
2023-02-18,ESP,308,446,33,165.16,820.22
2023-02-19,ESP,336,502,38,155.85,893.75
2023-02-20,ESP,340,630,40,154.14,962.47
2023-02-21,ESP,244,356,28,160.77,680.23
2023-02-22,ESP,260,490,30,159.87,749.86
2023-02-23,ESP,238,337,25,155.52,707.78
2023-02-24,ESP,303,422,33,153.05,773.16
2023-02-25,ESP,303,578,31,165.88,846.34
2023-02-26,ESP,257,371,31,160.08,763.11
2023-02-27,ESP,246,331,29,163.88,651.41
2023-02-28,ESP,305,474,37,152.2,791.14
2023-03-01,ESP,276,442,29,159.53,759.25
2023-03-02,ESP,222,440,25,161.95,561.94
2023-03-03,ESP,193,369,21,151.7,535.42
2023-03-04,ESP,295,498,33,163.4,774.79
2023-03-05,ESP,243,370,25,157.52,627.05
2023-03-06,ESP,210,367,26,161.08,627.32
2023-03-07,ESP,274,471,32,161.7,742.25
2023-03-08,ESP,205,292,23,163.84,605.01
2023-03-09,ESP,268,407,33,164.32,676.48
2023-03-10,ESP,213,313,25,159.51,636.81
2023-03-11,ESP,284,504,30,158.77,743.42
2023-03-12,ESP,230,340,28,159.02,656.15
2023-03-13,ESP,210,314,24,158.89,579.72
2023-03-14,ESP,251,476,26,165.84,659.83
2023-03-15,ESP,248,371,26,163.12,694.1
2023-03-16,ESP,276,542,33,158.01,707.69
2023-03-17,ESP,243,425,28,158.56,638.49
2023-03-18,ESP,310,568,31,155.1,895.39
2023-03-19,ESP,218,388,24,152.05,624.61
2023-03-20,ESP,258,358,30,166.22,768.69
2023-03-21,ESP,200,324,22,162.19,591.26
2023-03-22,ESP,208,358,25,161.35,538.75
2023-03-23,ESP,198,365,20,159.94,550.87
2023-03-24,ESP,223,435,25,154.3,603.58
2023-03-25,ESP,280,544,29,165.58,760.29
2023-03-26,ESP,311,531,36,154.41,871.24
2023-03-27,ESP,214,336,26,151.13,579.63
2023-03-28,ESP,297,398,34,159.8,876.63
2023-03-29,ESP,212,345,26,156.14,585.2
2023-03-30,ESP,291,411,29,162.69,781.04
2023-03-31,ESP,242,461,26,155.46,707.39
2023-04-01,ESP,217,311,25,154.31,594.98
2023-04-02,ESP,214,428,25,155.54,631.14
2023-04-03,ESP,171,270,18,156.65,450.19
2023-04-04,ESP,172,243,20,156.52,447.87
2023-04-05,ESP,203,343,21,157.77,604.17
2023-04-06,ESP,209,411,24,166.7,549.02
2023-04-07,ESP,166,303,19,155.04,451.88
2023-04-08,ESP,221,411,24,152.08,654.84
2023-04-09,ESP,310,521,34,165.08,879.23
2023-04-10,ESP,206,376,23,160.82,556.18
2023-04-11,ESP,183,308,21,159.25,481.59
2023-04-12,ESP,171,246,19,161.75,443.51
2023-04-13,ESP,227,435,23,151.58,584.2
2023-04-14,ESP,243,423,28,166.4,660.83
2023-04-15,ESP,226,363,23,153.36,622.76
2023-04-16,ESP,260,410,31,166.58,722.48
2023-04-17,ESP,188,329,20,157.3,477.04
2023-04-18,ESP,214,288,22,152.53,593.33
2023-04-19,ESP,251,447,28,162.55,682.59
2023-04-20,ESP,237,395,28,162.96,658.46
2023-04-21,ESP,202,388,21,151.58,572.78
2023-04-22,ESP,288,428,29,165.02,827.68
2023-04-23,ESP,269,490,32,154.99,780.22
2023-04-24,ESP,171,264,20,153.54,472.98
2023-04-25,ESP,228,389,26,152.2,585.71
2023-04-26,ESP,183,336,21,163.93,470.59
2023-04-27,ESP,206,287,21,159.24,601.27
2023-04-28,ESP,235,422,28,166.29,606.26
2023-04-29,ESP,200,353,23,152.77,546.52
2023-04-30,ESP,251,384,30,164.92,697.76
2023-05-01,ESP,224,386,23,159.46,562.54
2023-05-02,ESP,284,409,35,152.48,733.06
2023-05-03,ESP,213,415,26,152.03,574.17
2023-05-04,ESP,268,416,30,161.17,724.62
2023-05-05,ESP,255,426,28,152.65,646.28
2023-05-06,ESP,284,533,34,164.03,729.99
2023-05-07,ESP,300,515,36,156.54,789.49
2023-05-08,ESP,204,375,21,166.81,541.55
2023-05-09,ESP,300,573,34,159.61,796.39
2023-05-10,ESP,197,284,21,156.06,563.27
2023-05-11,ESP,194,316,23,162.57,527.44
2023-05-12,ESP,194,268,24,153.25,559.21
2023-05-13,ESP,260,465,29,162.22,663.46
2023-05-14,ESP,315,592,35,165.43,878.06
2023-05-15,ESP,191,286,22,161.33,542.09
2023-05-16,ESP,209,308,21,154.29,626.49
2023-05-17,ESP,205,304,23,162.91,579.5
2023-05-18,ESP,214,394,22,166.74,612.97
2023-05-19,ESP,181,258,20,153.43,529.29
2023-05-20,ESP,280,536,34,156.01,739.77
2023-05-21,ESP,245,452,25,164.97,715.29
2023-05-22,ESP,207,282,21,158.31,522.02
2023-05-23,ESP,185,282,22,151.81,553.49
2023-05-24,ESP,202,283,23,151.36,514.45
2023-05-25,ESP,235,324,26,166.15,611.01
2023-05-26,ESP,208,308,21,157.57,589.64
2023-05-27,ESP,294,564,36,158.88,841.83
2023-05-28,ESP,285,425,31,156.83,825.65
2023-05-29,ESP,228,368,26,166.03,622.04
2023-05-30,ESP,243,390,26,151.05,668.5
2023-05-31,ESP,242,395,26,159.08,635.66
2023-06-01,ESP,256,492,29,162.01,641.62
2023-06-02,ESP,272,388,28,160.14,772.27
2023-06-03,ESP,394,544,44,153.69,1155.51
2023-06-04,ESP,283,462,30,158.35,783.76
2023-06-05,ESP,244,411,26,162.79,715.57
2023-06-06,ESP,275,396,27,154.18,736.78
2023-06-07,ESP,282,549,34,159.96,758.31
2023-06-08,ESP,337,547,39,160.82,904.31
2023-06-09,ESP,277,376,33,165.97,706.07
2023-06-10,ESP,290,466,29,156.97,734.15
2023-06-11,ESP,344,655,38,165.97,951.36
2023-06-12,ESP,317,538,33,159.35,821.41
2023-06-13,ESP,274,503,32,153.59,726.01
2023-06-14,ESP,244,425,28,153.66,643.52
2023-06-15,ESP,284,509,34,153.2,720.03
2023-06-16,ESP,307,508,33,160.54,852.15
2023-06-17,ESP,339,668,39,162.84,1000.27
2023-06-18,ESP,319,462,35,162.7,800.24
2023-06-19,ESP,306,465,32,165.99,810.02
2023-06-20,ESP,319,441,35,159.96,935.99
2023-06-21,ESP,258,509,28,155.47,697.84
2023-06-22,ESP,210,340,21,160.49,526.36
2023-06-23,ESP,294,533,32,157.06,788.25
2023-06-24,ESP,273,437,33,157.91,803.6
2023-06-25,ESP,339,669,34,152.38,922.43
2023-06-26,ESP,263,443,32,157.56,718.23
2023-06-27,ESP,287,395,31,153.76,843.55
2023-06-28,ESP,304,453,35,165.2,811.63
2023-06-29,ESP,326,517,38,163.7,917.67
2023-06-30,ESP,275,534,30,160.16,812.18
2023-07-01,ESP,340,509,40,159.58,866.26
2023-07-02,ESP,385,609,39,159.79,983.47
2023-07-03,ESP,336,594,39,152.34,885.06
2023-07-04,ESP,422,844,51,166.45,1241.5
2023-07-05,ESP,419,585,46,156.54,1256.94
2023-07-06,ESP,408,754,41,163.82,1110.62
2023-07-07,ESP,313,543,36,151.81,783.23
2023-07-08,ESP,482,892,52,165.98,1442.13
2023-07-09,ESP,394,611,42,165.76,1057.52
2023-07-10,ESP,351,636,42,152.35,993.11
2023-07-11,ESP,396,571,42,161.01,1133.54
2023-07-12,ESP,288,486,30,162.99,796.42
2023-07-13,ESP,310,561,37,158.1,785.37
2023-07-14,ESP,368,498,43,153.51,980.5
2023-07-15,ESP,510,943,62,151.75,1402.59
2023-07-16,ESP,357,628,41,166.71,917.64
2023-07-17,ESP,433,595,46,152.95,1291.16
2023-07-18,ESP,400,652,48,159.86,1182.52
2023-07-19,ESP,378,688,42,164.51,967.37
2023-07-20,ESP,342,461,39,155.43,871.48
2023-07-21,ESP,325,569,37,162.43,894.36
2023-07-22,ESP,371,526,44,152.0,1003.62
2023-07-23,ESP,414,730,42,151.77,1084.09
2023-07-24,ESP,352,594,36,160.48,1048.48
2023-07-25,ESP,385,702,39,166.1,976.36
2023-07-26,ESP,402,784,41,160.05,1164.81
2023-07-27,ESP,365,505,41,163.15,1056.3
2023-07-28,ESP,400,656,47,151.17,1044.99
2023-07-29,ESP,441,642,44,162.79,1287.44
2023-07-30,ESP,352,571,40,163.83,979.72
2023-07-31,ESP,438,673,48,165.48,1312.58
2023-08-01,ESP,442,750,46,153.61,1183.81
2023-08-02,ESP,494,804,51,160.24,1372.01
2023-08-03,ESP,454,781,51,165.41,1330.28
2023-08-04,ESP,395,765,45,163.89,998.37
2023-08-05,ESP,540,734,55,162.38,1370.69
2023-08-06,ESP,406,586,42,162.6,1184.49
2023-08-07,ESP,472,905,58,153.27,1192.64
2023-08-08,ESP,393,669,44,164.17,997.43
2023-08-09,ESP,395,644,42,165.84,1040.45
2023-08-10,ESP,437,793,49,160.93,1179.64
2023-08-11,ESP,391,663,47,163.22,1100.17
2023-08-12,ESP,458,785,46,157.14,1340.24
2023-08-13,ESP,499,829,62,154.05,1260.16
2023-08-14,ESP,397,585,44,158.98,1062.96
2023-08-15,ESP,363,589,42,156.41,966.67
2023-08-16,ESP,461,737,49,155.69,1377.12
2023-08-17,ESP,405,719,40,156.44,1141.9
2023-08-18,ESP,496,798,50,152.37,1435.35
2023-08-19,ESP,620,985,63,162.04,1570.8
2023-08-20,ESP,545,866,54,154.87,1386.04
2023-08-21,ESP,468,645,55,157.15,1232.08
2023-08-22,ESP,456,851,47,151.45,1212.31
2023-08-23,ESP,405,644,50,165.24,1048.94
2023-08-24,ESP,506,846,59,155.06,1298.6
2023-08-25,ESP,348,501,40,159.24,891.0
2023-08-26,ESP,368,678,44,163.66,996.32
2023-08-27,ESP,492,730,51,153.48,1249.17
2023-08-28,ESP,382,678,40,159.26,1099.43
2023-08-29,ESP,339,544,41,160.94,967.26
2023-08-30,ESP,379,691,38,163.77,1071.53
2023-08-31,ESP,438,785,50,163.52,1144.36
2023-09-01,ESP,481,886,54,155.38,1211.42
2023-09-02,ESP,630,1061,75,159.88,1868.05
2023-09-03,ESP,513,692,61,157.38,1498.45
2023-09-04,ESP,548,802,59,163.64,1404.71
2023-09-05,ESP,514,932,52,160.02,1478.55
2023-09-06,ESP,539,984,60,165.05,1514.48
2023-09-07,ESP,434,736,44,161.9,1166.7
2023-09-08,ESP,547,881,61,156.05,1579.7
2023-09-09,ESP,678,1294,79,154.89,1817.98
2023-09-10,ESP,463,778,50,163.76,1285.38
2023-09-11,ESP,540,1030,63,158.22,1436.63
2023-09-12,ESP,502,970,62,161.29,1324.86
2023-09-13,ESP,408,601,41,152.3,1195.91
2023-09-14,ESP,386,643,45,156.45,1024.69
2023-09-15,ESP,380,680,47,163.76,963.39
2023-09-16,ESP,568,1070,58,154.75,1644.68
2023-09-17,ESP,496,940,60,157.14,1249.84
2023-09-18,ESP,428,811,51,158.33,1200.07
2023-09-19,ESP,438,592,54,155.61,1312.74
2023-09-20,ESP,487,735,59,163.46,1279.75
2023-09-21,ESP,410,695,47,166.02,1156.63
2023-09-22,ESP,481,872,56,163.69,1370.45
2023-09-23,ESP,691,1139,82,151.74,1958.59
2023-09-24,ESP,589,1029,69,164.87,1740.49
2023-09-25,ESP,574,984,60,151.61,1437.84
2023-09-26,ESP,494,696,59,153.66,1446.54
2023-09-27,ESP,582,1083,68,155.82,1482.18
2023-09-28,ESP,413,742,46,161.95,1133.16
2023-09-29,ESP,553,905,59,165.27,1534.73
2023-09-30,ESP,556,1028,65,157.74,1605.93
2023-10-01,ESP,472,762,57,153.74,1187.36
2023-10-02,ESP,417,565,43,162.96,1205.84
2023-10-03,ESP,463,909,51,156.58,1204.22
2023-10-04,ESP,587,924,61,160.32,1740.01
2023-10-05,ESP,435,774,50,151.07,1273.16
2023-10-06,ESP,388,636,48,163.05,1040.82
2023-10-07,ESP,1000,1976,103,154.16,2524.13
2023-10-08,ESP,1093,1958,120,154.83,3057.66
2023-10-09,ESP,789,1456,92,164.83,2017.83
2023-10-10,ESP,875,1472,102,152.59,2471.53
2023-10-11,ESP,912,1236,100,165.9,2706.03
2023-10-12,ESP,746,996,79,161.64,1913.22
2023-10-13,ESP,899,1578,109,159.67,2672.43
2023-10-14,ESP,896,1580,105,156.58,2406.89
2023-10-15,ESP,904,1780,111,151.75,2552.85
2023-10-16,ESP,669,1176,72,152.23,1859.92
2023-10-17,ESP,814,1123,89,163.52,2347.7
2023-10-18,ESP,669,1015,68,160.24,1704.03
2023-10-19,ESP,709,1171,82,153.2,1793.53
2023-10-20,ESP,619,1174,65,154.47,1759.49
2023-10-21,ESP,758,1131,82,153.79,2253.84
2023-10-22,ESP,757,1174,85,161.1,2258.4
2023-10-23,ESP,707,1118,81,160.65,1954.43
2023-10-24,ESP,793,1543,90,162.44,2092.22
2023-10-25,ESP,638,1054,76,164.82,1696.94
2023-10-26,ESP,660,1273,67,157.86,1976.97
2023-10-27,ESP,673,989,71,161.94,1926.73
2023-10-28,ESP,758,1331,83,165.64,1905.05
2023-10-29,ESP,1045,1465,109,158.63,3088.12
2023-10-30,ESP,841,1133,86,163.97,2450.82
2023-10-31,ESP,714,1295,75,151.24,1875.69
2023-11-01,ESP,787,1386,82,158.07,2261.96
2023-11-02,ESP,614,1210,64,154.54,1541.46
2023-11-03,ESP,693,975,77,166.51,1784.32
2023-11-04,ESP,690,1180,73,164.89,1943.66
2023-11-05,ESP,780,1496,78,158.1,1988.66
2023-11-06,ESP,828,1514,91,158.27,2262.31
2023-11-07,ESP,610,920,73,159.16,1529.19
2023-11-08,ESP,824,1264,100,164.13,2451.47
2023-11-09,ESP,554,928,63,156.08,1397.24
2023-11-10,ESP,650,1235,66,166.28,1909.92
2023-11-11,ESP,929,1307,93,161.58,2669.45
2023-11-12,ESP,843,1643,93,154.22,2419.17
2023-11-13,ESP,762,1524,94,156.84,1994.32
2023-11-14,ESP,822,1508,83,154.1,2062.61
2023-11-15,ESP,589,1147,61,161.24,1600.03
2023-11-16,ESP,703,1290,79,162.27,1816.78
2023-11-17,ESP,602,1145,66,154.68,1649.6
2023-11-18,ESP,642,971,72,160.99,1739.88
2023-11-19,ESP,599,907,60,165.38,1536.84
2023-11-20,ESP,895,1213,89,159.82,2520.99
2023-11-21,ESP,825,1502,90,158.2,2334.48
