date,origin_country,destination_id,visa_applications,visa_issued,visa_rejected,visa_type,processing_days
2024-02-19,USA,DEU,163,141,22,Business,4.9
2024-02-19,NLD,ISR,510,471,39,Business,15.9
2024-02-19,GBR,SAU,798,598,200,Tourist,11.5
2024-02-20,CAN,TUR,748,637,111,Transit,19.3
2024-02-20,IND,ITA,440,338,102,Business,25.8
2024-02-20,CHN,JOR,707,662,45,Transit,23.2
2024-02-20,DEU,PRT,709,593,116,Business,26.3
2024-02-20,CHN,USA,621,573,48,Family,25.5
2024-02-20,CAN,ITA,183,153,30,Transit,4.3
2024-02-21,IND,SAU,440,420,20,Business,9.7
2024-02-21,JPN,PRT,651,575,76,Family,5.5
2024-02-21,GBR,MDA,324,255,69,Family,5.7
2024-02-22,IND,ARE,143,107,36,Transit,4.9
2024-02-22,IND,GBR,95,85,10,Business,22.6
2024-02-22,FRA,GBR,26,23,3,Business,25.9
2024-02-22,DEU,ROU,687,603,84,Business,15.3
2024-02-22,CAN,ESP,282,214,68,Business,20.8
2024-02-22,FRA,NLD,624,480,144,Family,20.0
2024-02-22,DEU,USA,181,151,30,Family,3.4
2024-02-22,USA,USA,35,31,4,Transit,5.4
2024-02-22,CHN,ESP,444,378,66,Business,6.3
2024-02-22,CHN,POL,615,461,154,Tourist,19.8
2024-02-22,JPN,ISR,135,119,16,Business,5.3
2024-02-22,FRA,TUR,397,314,83,Family,3.3
2024-02-23,FRA,TUR,231,173,58,Tourist,16.4
2024-02-23,JPN,SAU,210,157,53,Tourist,20.1
2024-02-23,GBR,NLD,755,566,189,Family,24.1
2024-02-23,DEU,MDA,126,120,6,Transit,20.7
2024-02-23,NLD,EGY,492,452,40,Business,5.4
2024-02-23,CHN,CYP,277,207,70,Transit,17.6
2024-02-23,CAN,GBR,53,47,6,Business,20.2
2024-02-23,NLD,CYP,336,302,34,Transit,7.6
2024-02-23,NLD,CYP,176,137,39,Business,11.9
2024-02-23,AUS,PRT,638,530,108,Transit,14.7
2024-02-23,CHN,JOR,79,73,6,Tourist,7.3
2024-02-24,JPN,PRT,185,138,47,Transit,24.3
2024-02-24,NLD,ESP,542,493,49,Transit,9.3
2024-02-24,AUS,THA,758,596,162,Tourist,18.3
2024-02-24,FRA,RUS,710,660,50,Transit,11.6
2024-02-24,CAN,MDA,478,408,70,Transit,9.0
2024-02-24,AUS,ROU,651,488,163,Transit,15.1
2024-02-24,FRA,RUS,441,330,111,Tourist,8.6
2024-02-24,CHN,ROU,316,273,43,Transit,6.9
2024-02-24,AUS,NLD,424,403,21,Transit,19.7
2024-02-24,CHN,ESP,181,167,14,Tourist,17.3
2024-02-25,NLD,ITA,201,196,5,Tourist,21.4
2024-02-25,IND,DEU,386,320,66,Business,18.0
2024-02-25,IND,PRT,783,667,116,Business,13.8
2024-02-25,USA,ROU,414,349,65,Business,21.6
2024-02-25,IND,DEU,499,402,97,Tourist,7.1
2024-02-25,FRA,EGY,485,447,38,Transit,10.5
2024-02-25,CHN,ARE,481,360,121,Tourist,25.8
2024-02-25,NLD,FRA,652,634,18,Transit,3.2
2024-02-25,JPN,LBN,490,382,108,Business,16.2
2024-02-25,DEU,EGY,779,726,53,Business,10.2
2024-02-25,JPN,CYP,658,606,52,Family,16.7
2024-02-26,NLD,SAU,702,671,31,Transit,27.1
2024-02-26,NLD,TUR,26,22,4,Transit,25.8
2024-02-26,GBR,POL,200,185,15,Family,5.6
2024-02-26,AUS,GRC,435,394,41,Tourist,18.0
2024-02-26,JPN,RUS,448,423,25,Family,22.0
2024-02-26,GBR,SAU,586,531,55,Transit,10.4
2024-02-26,AUS,TUR,111,83,28,Family,15.1
2024-02-26,JPN,EGY,264,224,40,Transit,18.4
2024-02-26,IND,USA,459,447,12,Transit,12.8
2024-02-27,FRA,ISR,586,495,91,Tourist,15.2
2024-02-27,USA,ARE,200,150,50,Business,9.4
2024-02-27,IND,MDA,700,642,58,Transit,24.3
2024-02-27,CAN,ARE,187,178,9,Tourist,3.2
2024-02-27,DEU,JOR,318,308,10,Transit,3.8
2024-02-27,GBR,EGY,143,135,8,Transit,23.3
2024-02-27,USA,ROU,669,529,140,Tourist,15.1
2024-02-27,USA,DEU,170,153,17,Business,4.3
2024-02-27,USA,GRC,380,326,54,Business,22.7
2024-02-27,FRA,ARE,322,313,9,Family,25.3
2024-02-27,JPN,DEU,584,542,42,Tourist,15.3
2024-02-27,IND,CYP,65,53,12,Tourist,27.4
2024-02-27,USA,SAU,669,553,116,Tourist,13.4
2024-02-28,CHN,CYP,416,312,104,Business,17.1
2024-02-28,IND,FRA,295,243,52,Family,6.6
2024-02-28,JPN,CYP,747,724,23,Family,10.6
2024-02-28,GBR,ARE,58,51,7,Business,12.8
2024-02-28,GBR,DEU,785,645,140,Family,18.3
2024-02-28,NLD,FRA,86,73,13,Tourist,9.5
2024-02-28,DEU,GBR,748,561,187,Transit,15.9
2024-02-28,IND,ITA,218,182,36,Family,8.8
2024-02-28,JPN,ISR,470,413,57,Tourist,27.3
2024-02-29,CHN,UKR,277,221,56,Business,18.7
2024-02-29,FRA,POL,242,220,22,Transit,22.7
2024-02-29,NLD,POL,447,425,22,Tourist,11.1
2024-02-29,DEU,JOR,439,345,94,Business,25.0
2024-02-29,NLD,NLD,292,274,18,Business,17.1
2024-02-29,CHN,USA,609,467,142,Transit,27.7
2024-02-29,GBR,ITA,591,516,75,Transit,19.7
2024-02-29,FRA,ISR,163,145,18,Tourist,12.6
2024-03-01,AUS,ESP,307,276,31,Business,24.7
2024-03-01,AUS,ARE,170,164,6,Business,3.1
2024-03-01,GBR,RUS,228,223,5,Tourist,19.9
2024-03-01,AUS,GRC,188,173,15,Transit,8.9
2024-03-01,CHN,ESP,38,36,2,Family,19.9
2024-03-01,FRA,GRC,646,536,110,Business,11.7
2024-03-01,CHN,ESP,214,179,35,Tourist,17.7
2024-03-01,CAN,RUS,612,459,153,Family,15.8
2024-03-01,CAN,ITA,248,232,16,Transit,27.8
2024-03-01,USA,NLD,732,558,174,Family,5.2
2024-03-01,CAN,POL,745,598,147,Business,4.5
2024-03-01,IND,POL,798,755,43,Transit,16.9
2024-03-02,AUS,EGY,522,476,46,Transit,7.1
2024-03-02,JPN,ARE,45,35,10,Transit,9.6
2024-03-02,DEU,JOR,626,574,52,Transit,24.0
2024-03-02,FRA,ISR,158,152,6,Business,3.1
2024-03-02,FRA,LBN,621,522,99,Transit,15.8
2024-03-02,NLD,POL,622,486,136,Business,21.4
2024-03-02,CHN,UKR,511,422,89,Transit,3.1
2024-03-02,JPN,DEU,420,411,9,Tourist,13.4
2024-03-02,AUS,ITA,555,543,12,Transit,22.9
2024-03-02,IND,EGY,407,374,33,Transit,25.7
2024-03-02,CHN,ESP,301,276,25,Family,7.7
2024-03-03,GBR,THA,363,318,45,Business,21.2
2024-03-03,AUS,LBN,610,457,153,Family,25.3
2024-03-03,GBR,RUS,757,567,190,Tourist,4.6
2024-03-03,JPN,GBR,165,152,13,Tourist,20.6
2024-03-03,GBR,LBN,136,113,23,Family,7.5
2024-03-03,AUS,DEU,777,727,50,Family,8.3
2024-03-03,USA,ITA,389,320,69,Transit,4.5
2024-03-03,USA,RUS,779,747,32,Family,10.4
2024-03-03,NLD,DEU,121,108,13,Family,14.7
2024-03-03,USA,DEU,629,542,87,Transit,20.7
2024-03-03,USA,PRT,470,352,118,Transit,18.9
2024-03-03,CAN,MDA,111,87,24,Tourist,17.2
2024-03-03,JPN,ESP,434,410,24,Tourist,20.0
2024-03-04,GBR,GBR,248,232,16,Tourist,24.3
2024-03-04,NLD,DEU,447,335,112,Transit,23.6
2024-03-04,CHN,MDA,140,130,10,Transit,20.7
2024-03-04,DEU,UKR,315,253,62,Tourist,17.7
2024-03-04,IND,TUR,393,295,98,Transit,14.4
2024-03-04,AUS,GRC,393,355,38,Tourist,20.2
2024-03-04,FRA,GRC,783,732,51,Business,20.4
2024-03-05,AUS,POL,760,686,74,Transit,18.1
2024-03-05,AUS,RUS,31,26,5,Business,8.0
2024-03-05,NLD,POL,31,24,7,Transit,26.9
2024-03-05,AUS,ARE,595,477,118,Business,13.2
2024-03-05,DEU,NLD,202,194,8,Business,27.7
2024-03-05,USA,USA,416,336,80,Family,11.8
2024-03-05,GBR,PRT,224,170,54,Business,3.8
2024-03-05,GBR,THA,757,685,72,Tourist,9.8
2024-03-05,GBR,USA,62,56,6,Business,10.8
2024-03-06,NLD,SAU,332,249,83,Tourist,12.6
2024-03-06,GBR,CYP,592,529,63,Tourist,22.4
2024-03-06,FRA,ROU,300,246,54,Tourist,20.1
2024-03-06,JPN,GBR,300,265,35,Business,6.6
2024-03-06,AUS,EGY,460,427,33,Tourist,17.3
2024-03-06,JPN,TUR,655,601,54,Family,27.0
2024-03-06,USA,UKR,735,646,89,Family,9.3
2024-03-06,CHN,GBR,539,472,67,Business,9.0
2024-03-06,JPN,MDA,707,651,56,Transit,20.8
2024-03-06,FRA,JOR,404,355,49,Transit,25.9
2024-03-06,NLD,EGY,320,282,38,Family,15.1
2024-03-06,NLD,EGY,527,404,123,Transit,19.3
2024-03-07,CAN,JOR,337,321,16,Business,11.8
2024-03-07,USA,LBN,102,98,4,Family,22.1
2024-03-07,GBR,ISR,39,29,10,Family,6.6
2024-03-07,IND,DEU,553,479,74,Business,22.1
2024-03-07,USA,ESP,496,372,124,Family,8.6
2024-03-07,FRA,DEU,441,330,111,Business,20.5
2024-03-07,CAN,EGY,615,552,63,Business,25.1
2024-03-07,USA,CYP,747,700,47,Tourist,15.6
2024-03-07,IND,ROU,395,318,77,Family,21.5
2024-03-07,IND,ESP,204,180,24,Business,8.2
2024-03-08,JPN,POL,416,335,81,Transit,10.7
2024-03-08,CAN,MDA,257,192,65,Tourist,23.7
2024-03-08,IND,EGY,104,96,8,Tourist,15.4
2024-03-08,USA,ROU,91,78,13,Business,9.3
2024-03-08,JPN,RUS,84,76,8,Family,4.5
2024-03-08,IND,JOR,306,232,74,Transit,8.1
2024-03-08,CAN,EGY,288,264,24,Family,7.7
2024-03-08,CHN,GRC,333,257,76,Transit,24.5
2024-03-08,CAN,USA,212,203,9,Business,13.1
2024-03-08,IND,GRC,569,438,131,Tourist,24.8
2024-03-09,FRA,USA,727,581,146,Transit,22.5
2024-03-09,CAN,ARE,83,73,10,Family,11.7
2024-03-09,CAN,ROU,101,83,18,Tourist,24.8
2024-03-09,JPN,DEU,709,557,152,Business,5.9
2024-03-09,FRA,NLD,322,291,31,Tourist,3.4
2024-03-09,CHN,FRA,341,307,34,Family,6.1
2024-03-09,NLD,DEU,303,286,17,Transit,19.7
2024-03-09,CHN,THA,565,525,40,Tourist,12.5
2024-03-09,JPN,THA,380,338,42,Transit,15.7
2024-03-09,IND,USA,206,186,20,Tourist,22.4
2024-03-09,IND,GRC,285,278,7,Transit,5.0
2024-03-09,DEU,ISR,180,166,14,Business,24.3
2024-03-10,AUS,DEU,390,344,46,Family,27.9
2024-03-10,CHN,SAU,284,235,49,Family,6.7
2024-03-10,CAN,UKR,525,489,36,Family,22.0
2024-03-11,CAN,GRC,151,136,15,Transit,20.1
2024-03-11,AUS,FRA,29,26,3,Tourist,10.9
2024-03-11,USA,PRT,178,167,11,Transit,20.4
2024-03-11,DEU,USA,144,117,27,Business,21.2
2024-03-11,JPN,PRT,114,96,18,Transit,25.2
2024-03-12,CAN,ISR,752,586,166,Family,24.2
2024-03-12,USA,RUS,166,135,31,Transit,9.7
2024-03-12,DEU,ISR,190,175,15,Family,20.6
2024-03-12,GBR,NLD,488,446,42,Transit,14.9
2024-03-12,CHN,LBN,571,495,76,Business,4.5
2024-03-12,NLD,LBN,729,598,131,Transit,8.5
2024-03-12,IND,POL,358,341,17,Family,27.8
2024-03-12,CHN,LBN,74,63,11,Tourist,18.2
2024-03-12,USA,CYP,574,466,108,Tourist,21.1
2024-03-12,GBR,MDA,578,467,111,Tourist,10.0
2024-03-13,JPN,EGY,91,84,7,Tourist,27.9
2024-03-13,GBR,MDA,634,508,126,Tourist,12.0
2024-03-13,IND,ARE,456,436,20,Family,14.0
2024-03-13,USA,CYP,37,35,2,Transit,6.3
2024-03-13,USA,ISR,193,163,30,Tourist,22.0
2024-03-13,CAN,DEU,418,374,44,Transit,18.6
2024-03-13,GBR,POL,692,551,141,Transit,16.9
2024-03-13,USA,TUR,570,530,40,Transit,22.5
2024-03-13,AUS,THA,571,519,52,Business,4.5
2024-03-14,DEU,THA,282,270,12,Business,15.3
2024-03-14,IND,POL,398,363,35,Family,13.4
2024-03-14,CHN,PRT,163,135,28,Tourist,27.2
2024-03-14,CAN,NLD,620,513,107,Business,20.3
2024-03-14,CAN,FRA,281,250,31,Family,14.3
2024-03-14,GBR,USA,338,292,46,Tourist,23.2
2024-03-14,CAN,TUR,291,231,60,Family,21.6
2024-03-14,AUS,TUR,339,254,85,Tourist,13.5
2024-03-14,CHN,PRT,580,521,59,Business,11.0
2024-03-14,GBR,FRA,737,552,185,Transit,9.2
2024-03-14,DEU,CYP,424,393,31,Transit,13.7
2024-03-14,DEU,ESP,79,74,5,Transit,27.2
2024-03-15,GBR,PRT,79,59,20,Transit,17.1
2024-03-15,FRA,THA,756,666,90,Tourist,21.8
2024-03-15,GBR,USA,219,186,33,Transit,3.1
2024-03-15,USA,ROU,533,432,101,Business,27.4
2024-03-15,IND,TUR,133,125,8,Business,27.7
2024-03-15,CAN,UKR,771,699,72,Transit,7.4
2024-03-15,IND,EGY,571,520,51,Tourist,24.9
2024-03-16,GBR,GBR,52,44,8,Family,17.5
2024-03-16,AUS,EGY,392,295,97,Transit,15.3
2024-03-16,USA,CYP,174,154,20,Business,17.1
2024-03-16,NLD,FRA,784,696,88,Family,7.8
2024-03-16,GBR,POL,44,36,8,Business,11.9
2024-03-16,USA,POL,294,235,59,Business,27.8
2024-03-16,JPN,ARE,754,719,35,Business,3.6
2024-03-16,CHN,ARE,381,285,96,Business,18.6
2024-03-16,JPN,ITA,108,98,10,Tourist,20.6
2024-03-16,CAN,EGY,654,490,164,Tourist,3.2
2024-03-17,USA,ROU,463,370,93,Transit,17.7
2024-03-17,FRA,ARE,671,568,103,Tourist,25.0
2024-03-17,USA,GRC,192,183,9,Tourist,27.2
2024-03-17,GBR,THA,506,451,55,Tourist,4.3
2024-03-17,NLD,GRC,391,355,36,Tourist,20.1
2024-03-17,DEU,JOR,373,342,31,Transit,27.7
2024-03-17,FRA,MDA,27,21,6,Business,22.7
2024-03-17,IND,EGY,44,36,8,Transit,27.4
2024-03-18,FRA,PRT,538,526,12,Tourist,10.1
2024-03-18,CHN,POL,474,438,36,Tourist,21.0
2024-03-18,FRA,ITA,175,131,44,Transit,19.2
2024-03-19,AUS,NLD,382,360,22,Family,19.8
2024-03-19,NLD,GRC,739,652,87,Business,18.7
2024-03-19,AUS,POL,607,529,78,Tourist,14.2
2024-03-19,CAN,MDA,228,214,14,Business,14.0
2024-03-19,NLD,PRT,664,568,96,Tourist,16.9
2024-03-19,CHN,POL,505,494,11,Transit,25.9
2024-03-19,JPN,ESP,574,498,76,Transit,16.6
2024-03-19,NLD,DEU,230,214,16,Family,18.3
2024-03-20,CHN,USA,519,389,130,Tourist,15.7
2024-03-20,CAN,POL,289,269,20,Tourist,24.4
2024-03-20,IND,USA,502,460,42,Business,26.2
2024-03-20,FRA,NLD,417,364,53,Transit,21.9
2024-03-20,FRA,UKR,235,185,50,Family,25.5
2024-03-20,DEU,ESP,605,515,90,Family,15.1
2024-03-20,GBR,GBR,235,228,7,Transit,18.5
2024-03-20,CAN,JOR,628,542,86,Family,23.4
2024-03-20,USA,JOR,262,244,18,Business,6.1
2024-03-20,AUS,RUS,419,365,54,Family,10.4
2024-03-20,AUS,PRT,36,28,8,Transit,7.7
2024-03-20,NLD,UKR,408,306,102,Tourist,12.5
2024-03-20,GBR,ITA,757,637,120,Transit,8.9
2024-03-21,AUS,POL,580,495,85,Transit,20.0
2024-03-21,IND,ITA,688,620,68,Family,19.8
2024-03-21,AUS,TUR,110,82,28,Transit,20.8
2024-03-21,JPN,ESP,119,94,25,Business,8.7
2024-03-21,CHN,POL,310,246,64,Tourist,18.9
2024-03-21,GBR,JOR,738,718,20,Transit,27.8
2024-03-21,CHN,ESP,41,38,3,Tourist,3.2
2024-03-21,JPN,UKR,569,483,86,Tourist,13.0
2024-03-21,CAN,RUS,73,71,2,Tourist,16.8
2024-03-22,IND,FRA,611,551,60,Tourist,9.2
2024-03-22,FRA,EGY,84,82,2,Transit,27.3
2024-03-22,DEU,PRT,436,366,70,Transit,23.1
2024-03-23,DEU,CYP,695,521,174,Family,13.4
2024-03-23,USA,DEU,786,610,176,Transit,13.1
2024-03-23,GBR,ROU,516,387,129,Business,9.7
2024-03-23,DEU,MDA,53,44,9,Family,8.7
2024-03-23,JPN,ESP,556,526,30,Transit,10.4
2024-03-23,JPN,GRC,736,660,76,Family,22.8
2024-03-23,GBR,LBN,746,712,34,Family,19.0
2024-03-23,FRA,POL,137,124,13,Family,3.2
2024-03-23,DEU,SAU,765,610,155,Business,24.0
2024-03-23,IND,ARE,235,193,42,Tourist,3.6
2024-03-23,USA,MDA,759,712,47,Tourist,6.5
2024-03-24,FRA,NLD,200,150,50,Tourist,18.3
2024-03-24,IND,ITA,234,219,15,Transit,3.2
2024-03-24,JPN,ROU,229,202,27,Transit,20.3
2024-03-24,NLD,JOR,775,697,78,Business,3.8
2024-03-24,DEU,PRT,209,181,28,Family,7.4
2024-03-24,FRA,DEU,299,243,56,Business,12.6
2024-03-24,DEU,SAU,637,606,31,Family,7.4
2024-03-24,GBR,CYP,59,54,5,Tourist,14.6
2024-03-24,DEU,ITA,43,38,5,Tourist,6.3
2024-03-24,FRA,JOR,575,494,81,Business,26.0
2024-03-24,GBR,RUS,141,135,6,Transit,17.5
2024-03-24,IND,ROU,714,641,73,Business,25.3
2024-03-24,JPN,JOR,251,240,11,Tourist,20.6
2024-03-25,USA,ISR,554,450,104,Business,7.7
2024-03-25,AUS,THA,484,393,91,Family,8.6
2024-03-25,AUS,UKR,764,746,18,Business,3.6
2024-03-25,CHN,THA,464,409,55,Tourist,27.7
2024-03-25,DEU,ARE,635,481,154,Transit,20.3
2024-03-25,USA,EGY,702,526,176,Family,11.9
2024-03-26,AUS,UKR,686,557,129,Transit,27.9
2024-03-26,FRA,ARE,672,588,84,Tourist,11.4
2024-03-26,DEU,UKR,565,493,72,Transit,25.0
2024-03-26,FRA,ISR,655,612,43,Family,4.9
2024-03-26,GBR,ROU,93,77,16,Tourist,8.8
2024-03-26,CAN,NLD,343,295,48,Business,9.2
2024-03-26,NLD,TUR,708,646,62,Family,16.0
2024-03-26,USA,SAU,741,642,99,Tourist,3.5
2024-03-26,USA,ESP,153,126,27,Transit,22.4
2024-03-26,FRA,ROU,161,152,9,Transit,24.2
2024-03-26,IND,DEU,662,516,146,Tourist,22.6
2024-03-27,IND,THA,200,190,10,Family,13.3
2024-03-27,GBR,FRA,51,49,2,Business,12.1
2024-03-27,IND,SAU,189,161,28,Transit,20.5
2024-03-27,AUS,ARE,568,426,142,Family,11.8
2024-03-27,CAN,SAU,62,46,16,Tourist,26.6
2024-03-27,JPN,POL,101,93,8,Tourist,27.8
2024-03-27,GBR,ESP,260,232,28,Family,12.1
2024-03-27,NLD,GRC,313,306,7,Family,7.9
2024-03-27,JPN,SAU,64,51,13,Tourist,16.6
2024-03-27,IND,DEU,348,264,84,Tourist,17.9
2024-03-27,CAN,POL,290,257,33,Family,14.8
2024-03-27,DEU,JOR,127,122,5,Tourist,7.8
2024-03-27,DEU,JOR,554,496,58,Tourist,7.8
2024-03-28,DEU,LBN,504,416,88,Business,15.8
2024-03-28,JPN,USA,193,144,49,Business,24.5
2024-03-28,DEU,MDA,520,509,11,Business,13.2
2024-03-28,DEU,JOR,646,530,116,Family,8.7
2024-03-28,JPN,JOR,391,304,87,Transit,19.7
2024-03-28,GBR,UKR,26,19,7,Family,15.3
2024-03-28,GBR,POL,701,581,120,Business,20.5
2024-03-28,JPN,POL,73,55,18,Tourist,10.1
2024-03-28,AUS,SAU,147,126,21,Family,9.6
2024-03-28,IND,ARE,107,81,26,Business,14.2
2024-03-28,FRA,FRA,574,472,102,Transit,10.1
2024-03-28,CAN,JOR,383,375,8,Transit,5.6
2024-03-28,CHN,CYP,133,118,15,Transit,9.4
2024-03-29,CHN,JOR,561,493,68,Tourist,25.2
2024-03-29,DEU,ESP,558,455,103,Family,21.9
2024-03-29,JPN,USA,740,711,29,Transit,15.9
2024-03-29,DEU,DEU,338,321,17,Transit,9.4
2024-03-29,NLD,CYP,443,430,13,Business,3.3
2024-03-29,AUS,DEU,594,580,14,Transit,26.0
2024-03-30,GBR,NLD,525,479,46,Business,26.0
2024-03-30,CAN,ARE,597,447,150,Business,18.9
2024-03-30,CHN,JOR,244,183,61,Family,4.5
2024-03-30,GBR,TUR,583,487,96,Business,18.5
2024-03-30,IND,ITA,460,437,23,Transit,27.8
2024-03-30,FRA,MDA,747,565,182,Business,4.8
2024-03-30,CAN,GBR,265,224,41,Transit,6.8
2024-03-30,JPN,THA,634,513,121,Business,23.0
2024-03-31,GBR,JOR,745,717,28,Family,11.3
2024-03-31,IND,POL,341,307,34,Tourist,24.3
2024-03-31,NLD,UKR,787,739,48,Transit,5.5
2024-03-31,JPN,USA,535,472,63,Tourist,8.5
2024-03-31,JPN,LBN,61,45,16,Transit,13.4
2024-03-31,FRA,ARE,198,160,38,Business,21.4
2024-03-31,GBR,TUR,116,100,16,Business,7.5
2024-03-31,FRA,ISR,49,44,5,Transit,26.0
2024-03-31,IND,JOR,704,623,81,Family,23.3
2024-03-31,CHN,GRC,448,428,20,Business,11.6
2024-03-31,NLD,LBN,57,50,7,Business,25.7
2024-04-01,IND,CYP,43,39,4,Family,9.9
2024-04-01,CAN,FRA,267,249,18,Tourist,23.8
2024-04-01,IND,ITA,238,194,44,Family,8.3
2024-04-01,DEU,GBR,589,569,20,Family,20.2
2024-04-01,CHN,NLD,67,50,17,Family,7.0
2024-04-01,NLD,ITA,559,478,81,Transit,13.1
2024-04-01,CHN,SAU,137,102,35,Business,3.5
2024-04-02,FRA,DEU,471,424,47,Business,22.4
2024-04-02,GBR,ROU,57,50,7,Family,15.5
2024-04-02,USA,PRT,319,252,67,Tourist,16.3
2024-04-02,AUS,SAU,483,441,42,Transit,26.6
2024-04-02,CHN,FRA,617,507,110,Family,15.6
2024-04-02,IND,ESP,656,642,14,Family,12.6
2024-04-02,AUS,ROU,399,391,8,Business,21.1
2024-04-02,CHN,UKR,434,383,51,Transit,13.0
2024-04-02,DEU,SAU,504,378,126,Transit,7.8
2024-04-02,CAN,MDA,180,163,17,Tourist,12.5
2024-04-03,IND,DEU,676,507,169,Business,19.7
2024-04-03,JPN,ITA,452,367,85,Business,23.1
2024-04-03,CAN,NLD,86,73,13,Transit,16.6
2024-04-03,GBR,TUR,555,475,80,Business,10.8
2024-04-03,CAN,FRA,549,411,138,Family,11.6
2024-04-04,DEU,UKR,271,203,68,Tourist,3.3
2024-04-04,USA,EGY,271,246,25,Transit,11.7
2024-04-04,AUS,ARE,82,70,12,Transit,11.2
2024-04-04,GBR,ARE,239,234,5,Family,19.2
2024-04-04,NLD,PRT,721,593,128,Family,6.6
2024-04-04,IND,GBR,70,65,5,Family,3.8
2024-04-04,IND,ISR,388,379,9,Family,21.7
2024-04-04,USA,TUR,208,168,40,Business,12.0
2024-04-04,IND,LBN,281,266,15,Family,5.1
2024-04-04,AUS,ISR,621,533,88,Business,19.4
2024-04-05,USA,THA,162,156,6,Family,3.3
2024-04-05,CHN,USA,352,315,37,Family,20.8
2024-04-05,USA,UKR,684,607,77,Business,18.7
2024-04-05,GBR,CYP,77,62,15,Tourist,15.9
2024-04-05,FRA,ESP,184,177,7,Tourist,4.7
2024-04-05,GBR,TUR,83,63,20,Family,24.8
2024-04-05,DEU,ARE,339,254,85,Business,26.7
2024-04-06,USA,ESP,73,68,5,Family,27.9
2024-04-06,CAN,EGY,644,631,13,Business,19.1
2024-04-06,CHN,ITA,22,21,1,Family,25.2
2024-04-06,JPN,USA,239,199,40,Business,23.5
2024-04-06,CHN,NLD,160,121,39,Business,23.5
2024-04-06,JPN,ISR,260,219,41,Tourist,5.0
2024-04-06,GBR,UKR,61,51,10,Tourist,4.5
2024-04-06,DEU,MDA,447,379,68,Tourist,8.5
2024-04-06,NLD,PRT,276,242,34,Family,14.6
2024-04-06,AUS,SAU,305,297,8,Family,3.4
2024-04-06,AUS,SAU,645,543,102,Business,12.5
2024-04-07,AUS,GBR,621,608,13,Transit,4.0
2024-04-07,GBR,POL,190,142,48,Business,7.3
2024-04-07,CHN,USA,745,721,24,Tourist,23.3
2024-04-07,DEU,RUS,610,457,153,Family,11.6
2024-04-07,AUS,POL,465,418,47,Tourist,13.2
2024-04-07,JPN,SAU,543,486,57,Transit,25.1
2024-04-07,FRA,TUR,307,274,33,Tourist,19.1
2024-04-07,GBR,MDA,479,394,85,Business,15.0
2024-04-08,FRA,GBR,563,528,35,Family,4.3
2024-04-08,CHN,DEU,158,118,40,Transit,4.5
2024-04-08,IND,GRC,737,552,185,Family,21.5
2024-04-09,USA,LBN,541,524,17,Family,9.0
2024-04-09,CAN,ESP,413,309,104,Tourist,11.5
2024-04-09,NLD,ESP,149,139,10,Transit,25.8
2024-04-09,USA,ROU,154,139,15,Tourist,8.9
2024-04-09,CAN,USA,355,306,49,Transit,8.1
2024-04-09,USA,UKR,461,403,58,Family,22.3
2024-04-09,FRA,EGY,736,607,129,Family,8.3
2024-04-10,IND,RUS,423,332,91,Tourist,14.9
2024-04-10,IND,EGY,194,179,15,Business,11.4
2024-04-10,JPN,GRC,747,701,46,Tourist,4.4
2024-04-11,FRA,ITA,56,45,11,Transit,10.7
2024-04-11,IND,DEU,783,639,144,Transit,3.5
2024-04-11,USA,MDA,336,252,84,Business,4.7
2024-04-11,FRA,SAU,487,365,122,Family,17.5
2024-04-11,JPN,NLD,253,231,22,Tourist,18.5
2024-04-11,DEU,POL,660,551,109,Transit,17.8
2024-04-11,CAN,POL,467,418,49,Transit,21.6
2024-04-11,GBR,TUR,713,608,105,Tourist,5.5
2024-04-11,GBR,UKR,621,539,82,Family,26.7
2024-04-11,USA,ESP,327,273,54,Tourist,27.3
2024-04-12,USA,CYP,727,684,43,Tourist,14.7
2024-04-12,GBR,CYP,705,679,26,Family,14.6
2024-04-12,CHN,MDA,516,457,59,Business,17.9
2024-04-13,AUS,PRT,382,286,96,Tourist,3.9
2024-04-13,DEU,ISR,580,526,54,Transit,23.7
2024-04-13,DEU,EGY,390,382,8,Family,21.0
2024-04-13,DEU,THA,766,750,16,Business,6.4
2024-04-13,GBR,RUS,775,621,154,Family,18.7
2024-04-13,FRA,UKR,330,247,83,Business,9.9
2024-04-13,NLD,MDA,403,356,47,Tourist,13.3
2024-04-13,CAN,SAU,562,423,139,Transit,25.3
2024-04-14,IND,GRC,305,265,40,Tourist,11.2
2024-04-14,CHN,LBN,299,245,54,Transit,11.2
2024-04-14,DEU,DEU,191,175,16,Business,3.1
2024-04-14,AUS,DEU,760,717,43,Family,5.0
2024-04-14,USA,ROU,338,331,7,Tourist,25.2
2024-04-14,GBR,ARE,268,236,32,Tourist,15.9
2024-04-14,FRA,CYP,91,81,10,Transit,16.6
2024-04-15,AUS,NLD,451,393,58,Transit,9.8
2024-04-15,AUS,TUR,88,78,10,Tourist,27.6
2024-04-15,CHN,EGY,230,203,27,Transit,9.1
2024-04-15,CHN,THA,609,570,39,Tourist,5.4
2024-04-15,FRA,ESP,285,252,33,Family,10.3
2024-04-15,GBR,NLD,286,214,72,Transit,4.5
2024-04-15,JPN,EGY,115,103,12,Transit,19.6
2024-04-16,NLD,LBN,99,77,22,Tourist,23.1
