date,origin_country,destination_id,route,flights_count,seat_capacity,load_factor,avg_airfare,airline
2024-03-19,CAN,THA,CAN-THA,2,318.0,0.7698,553.11,BA
2024-03-19,FRA,ITA,FRA-ITA,8,1320.0,0.45,476.72,EK
2024-03-19,CAN,ESP,CAN-ESP,9,1674.0,0.7071,224.52,AA
2024-03-19,IND,USA,IND-USA,8,1288.0,0.4763,415.77,BA
2024-03-19,CAN,ESP,CAN-ESP,6,918.0,0.45,237.37,EK
2024-03-19,DEU,POL,DEU-POL,10,1620.0,0.5468,488.11,LH
2024-03-19,JPN,ITA,JPN-ITA,8,1320.0,0.473,352.66,AA
2024-03-19,IND,FRA,IND-FRA,5,960.0,0.7848,309.93,KL
2024-03-19,DEU,ITA,DEU-ITA,3,468.0,0.5969,255.74,AA
2024-03-19,DEU,EGY,DEU-EGY,5,970.0,0.5975,359.04,UA
2024-03-19,USA,TUR,USA-TUR,5,870.0,0.7279,234.3,EK
2024-03-19,CHN,ROU,CHN-ROU,11,1760.0,0.6896,554.09,AA
2024-03-19,IND,ARE,IND-ARE,3,588.0,0.5468,246.69,TK
2024-03-19,JPN,FRA,JPN-FRA,6,840.0,0.5264,478.3,BA
2024-03-19,AUS,ARE,AUS-ARE,4,708.0,0.7383,502.89,QR
2024-03-19,CHN,NLD,CHN-NLD,2,350.0,0.7839,236.31,AA
2024-03-19,USA,JOR,USA-JOR,8,1424.0,0.6038,305.15,EK
2024-03-20,FRA,GBR,FRA-GBR,2,376.0,0.8156,486.77,UA
2024-03-20,CAN,SAU,CAN-SAU,10,1590.0,0.6123,386.01,BA
2024-03-20,IND,DEU,IND-DEU,9,1602.0,0.8445,243.12,DL
2024-03-20,CAN,EGY,CAN-EGY,4,580.0,0.8001,227.57,AF
2024-03-20,CAN,THA,CAN-THA,5,875.0,0.45,468.0,DL
2024-03-20,CHN,SAU,CHN-SAU,8,1488.0,0.8696,432.66,TK
2024-03-20,GBR,MDA,GBR-MDA,8,1448.0,0.7924,535.22,EK
2024-03-20,AUS,LBN,AUS-LBN,1,152.0,0.6885,380.76,BA
2024-03-20,CAN,GBR,CAN-GBR,1,168.0,0.603,256.78,EK
2024-03-20,IND,CYP,IND-CYP,3,498.0,0.5678,603.07,QR
2024-03-20,JPN,GBR,JPN-GBR,7,1043.0,0.6485,433.9,TK
2024-03-20,GBR,LBN,GBR-LBN,6,1170.0,0.45,452.05,KL
2024-03-20,FRA,UKR,FRA-UKR,1,191.0,0.5989,206.24,LH
2024-03-20,GBR,RUS,GBR-RUS,6,1116.0,0.7213,539.78,QR
2024-03-20,USA,USA,USA-USA,8,1280.0,0.6849,206.89,AF
2024-03-20,JPN,ESP,JPN-ESP,9,1377.0,0.95,220.46,UA
2024-03-20,IND,ROU,IND-ROU,11,1540.0,0.5397,271.7,TK
2024-03-21,JPN,LBN,JPN-LBN,3,495.0,0.8976,444.39,DL
2024-03-21,NLD,ROU,NLD-ROU,11,2112.0,0.7508,534.83,EK
2024-03-21,GBR,JOR,GBR-JOR,10,1600.0,0.453,413.95,DL
2024-03-21,NLD,TUR,NLD-TUR,1,179.0,0.7003,287.71,TK
2024-03-21,GBR,JOR,GBR-JOR,2,392.0,0.4744,323.51,EK
2024-03-21,JPN,JOR,JPN-JOR,5,805.0,0.6811,214.45,QR
2024-03-21,IND,CYP,IND-CYP,8,1360.0,0.7912,501.77,AF
2024-03-21,CAN,NLD,CAN-NLD,1,143.0,0.7282,369.08,LH
2024-03-21,NLD,USA,NLD-USA,8,1352.0,0.7976,305.14,BA
2024-03-21,USA,GRC,USA-GRC,11,1727.0,0.5598,390.33,BA
2024-03-21,USA,RUS,USA-RUS,3,510.0,0.6256,580.98,UA
2024-03-21,IND,ARE,IND-ARE,6,888.0,0.7925,220.91,BA
2024-03-21,DEU,ISR,DEU-ISR,10,1470.0,0.6522,422.44,AF
2024-03-21,USA,GRC,USA-GRC,2,398.0,0.7503,455.18,AF
2024-03-21,GBR,USA,GBR-USA,6,936.0,0.45,245.08,BA
2024-03-21,FRA,THA,FRA-THA,8,1296.0,0.4936,408.08,EK
2024-03-21,FRA,MDA,FRA-MDA,4,792.0,0.6512,278.85,KL
2024-03-21,NLD,SAU,NLD-SAU,6,846.0,0.45,416.75,UA
2024-03-21,USA,THA,USA-THA,2,394.0,0.7677,426.73,BA
2024-03-21,AUS,DEU,AUS-DEU,4,628.0,0.7331,386.47,AF
2024-03-21,FRA,SAU,FRA-SAU,9,1674.0,0.5343,613.23,AF
2024-03-21,CAN,DEU,CAN-DEU,1,184.0,0.8503,198.52,AF
2024-03-21,USA,PRT,USA-PRT,1,146.0,0.49,508.65,LH
2024-03-21,FRA,CYP,FRA-CYP,9,1305.0,0.7739,494.42,UA
2024-03-21,FRA,GBR,FRA-GBR,8,1368.0,0.6242,484.58,BA
2024-03-21,CHN,GRC,CHN-GRC,2,386.0,0.6447,352.74,AA
2024-03-21,CAN,MDA,CAN-MDA,9,1368.0,0.6528,522.4,TK
2024-03-22,IND,THA,IND-THA,1,168.0,0.45,344.43,DL
2024-03-22,FRA,UKR,FRA-UKR,2,352.0,0.4696,199.09,QR
2024-03-22,CAN,THA,CAN-THA,7,1379.0,0.45,613.61,EK
2024-03-22,GBR,ARE,GBR-ARE,11,1848.0,0.7829,392.3,AF
2024-03-22,GBR,CYP,GBR-CYP,5,975.0,0.45,190.4,TK
2024-03-22,CHN,USA,CHN-USA,1,143.0,0.8665,485.32,DL
2024-03-22,FRA,ROU,FRA-ROU,2,336.0,0.6091,412.46,UA
2024-03-22,CAN,TUR,CAN-TUR,10,1790.0,0.45,467.87,AF
2024-03-22,FRA,GRC,FRA-GRC,4,632.0,0.7499,576.29,DL
2024-03-22,DEU,GBR,DEU-GBR,1,149.0,0.8162,219.51,AF
2024-03-22,CHN,ISR,CHN-ISR,9,1377.0,0.8024,391.52,EK
2024-03-22,CHN,LBN,CHN-LBN,7,1169.0,0.6881,413.22,UA
2024-03-22,FRA,PRT,FRA-PRT,3,474.0,0.7631,562.99,DL
2024-03-22,AUS,GRC,AUS-GRC,10,1980.0,0.8334,625.58,EK
2024-03-22,IND,FRA,IND-FRA,9,1548.0,0.7097,279.58,DL
2024-03-22,JPN,DEU,JPN-DEU,4,584.0,0.7032,605.44,UA
2024-03-22,IND,JOR,IND-JOR,7,1176.0,0.6913,239.22,EK
2024-03-22,FRA,ISR,FRA-ISR,2,330.0,0.8052,323.85,LH
2024-03-22,NLD,RUS,NLD-RUS,10,1590.0,0.8582,519.35,AA
2024-03-22,GBR,RUS,GBR-RUS,7,1316.0,0.8267,572.99,QR
2024-03-22,JPN,NLD,JPN-NLD,8,1464.0,0.6523,335.63,UA
2024-03-22,IND,ESP,IND-ESP,5,935.0,0.9178,524.4,BA
2024-03-22,DEU,ITA,DEU-ITA,10,1950.0,0.6756,260.37,DL
2024-03-22,USA,CYP,USA-CYP,9,1710.0,0.7018,483.37,AA
2024-03-23,NLD,JOR,NLD-JOR,4,652.0,0.7956,540.99,DL
2024-03-23,GBR,FRA,GBR-FRA,2,392.0,0.45,620.84,TK
2024-03-23,CAN,ESP,CAN-ESP,9,1782.0,0.9072,268.2,DL
2024-03-23,CHN,LBN,CHN-LBN,2,348.0,0.8211,423.86,AF
2024-03-23,CHN,PRT,CHN-PRT,6,1110.0,0.7482,540.9,UA
2024-03-23,GBR,GBR,GBR-GBR,10,1510.0,0.45,537.99,BA
2024-03-23,AUS,ISR,AUS-ISR,5,990.0,0.6518,416.85,AA
2024-03-23,NLD,CYP,NLD-CYP,2,312.0,0.5746,379.33,KL
2024-03-23,JPN,NLD,JPN-NLD,11,1540.0,0.5559,403.76,KL
2024-03-23,AUS,LBN,AUS-LBN,10,1400.0,0.678,373.38,EK
2024-03-23,CHN,NLD,CHN-NLD,11,1672.0,0.6996,195.88,TK
2024-03-23,AUS,UKR,AUS-UKR,11,1881.0,0.8798,389.25,AF
2024-03-23,AUS,JOR,AUS-JOR,11,1606.0,0.7158,329.77,AA
2024-03-23,DEU,ISR,DEU-ISR,3,570.0,0.5197,490.0,UA
2024-03-23,NLD,POL,NLD-POL,11,2101.0,0.5883,202.33,TK
2024-03-23,GBR,ITA,GBR-ITA,2,386.0,0.6395,240.26,UA
2024-03-23,CHN,USA,CHN-USA,9,1647.0,0.45,525.38,TK
2024-03-23,CAN,ROU,CAN-ROU,6,888.0,0.8072,591.41,BA
2024-03-23,JPN,UKR,JPN-UKR,2,328.0,0.7458,195.09,KL
2024-03-23,CHN,ARE,CHN-ARE,3,423.0,0.6137,647.59,QR
2024-03-23,CAN,ESP,CAN-ESP,5,840.0,0.7374,250.93,AF
2024-03-23,FRA,CYP,FRA-CYP,3,459.0,0.45,547.98,EK
2024-03-23,USA,RUS,USA-RUS,7,987.0,0.7017,559.14,KL
2024-03-24,AUS,MDA,AUS-MDA,2,322.0,0.5781,292.67,AA
2024-03-24,GBR,DEU,GBR-DEU,7,1246.0,0.7698,558.43,EK
2024-03-24,GBR,GRC,GBR-GRC,7,1141.0,0.7327,606.94,AF
2024-03-24,AUS,EGY,AUS-EGY,3,441.0,0.777,354.87,QR
2024-03-24,IND,ESP,IND-ESP,10,1600.0,0.7475,582.57,DL
2024-03-24,FRA,EGY,FRA-EGY,4,660.0,0.8143,431.51,QR
2024-03-24,DEU,POL,DEU-POL,11,1881.0,0.8123,482.76,QR
2024-03-24,CHN,ISR,CHN-ISR,8,1336.0,0.45,519.7,AA
2024-03-24,NLD,MDA,NLD-MDA,2,364.0,0.6569,263.51,EK
2024-03-24,CHN,JOR,CHN-JOR,11,1562.0,0.7406,409.54,EK
2024-03-24,DEU,SAU,DEU-SAU,2,332.0,0.7045,350.18,QR
2024-03-24,FRA,THA,FRA-THA,5,950.0,0.854,480.35,QR
2024-03-24,USA,THA,USA-THA,4,596.0,0.45,503.49,UA
2024-03-24,JPN,THA,JPN-THA,2,318.0,0.5606,506.41,EK
2024-03-24,GBR,USA,GBR-USA,7,1043.0,0.7932,278.07,AF
2024-03-24,AUS,ESP,AUS-ESP,7,1393.0,0.4989,513.11,KL
2024-03-24,DEU,ROU,DEU-ROU,10,1660.0,0.4534,299.68,LH
2024-03-24,GBR,FRA,GBR-FRA,4,764.0,0.7428,484.02,UA
2024-03-24,USA,JOR,USA-JOR,4,636.0,0.673,329.91,AF
2024-03-24,CAN,CYP,CAN-CYP,11,2046.0,0.9104,542.7,UA
2024-03-24,IND,ROU,IND-ROU,4,652.0,0.6911,223.41,AA
2024-03-24,CAN,NLD,CAN-NLD,5,730.0,0.7423,305.74,TK
2024-03-24,FRA,PRT,FRA-PRT,10,1820.0,0.7695,672.13,KL
2024-03-24,AUS,CYP,AUS-CYP,1,174.0,0.5835,560.8,AA
2024-03-25,USA,TUR,USA-TUR,5,930.0,0.6214,201.01,LH
2024-03-25,CAN,LBN,CAN-LBN,7,1288.0,0.5837,465.49,LH
2024-03-25,FRA,GBR,FRA-GBR,6,1194.0,0.45,560.37,AF
2024-03-25,GBR,THA,GBR-THA,7,1393.0,0.7121,519.64,EK
2024-03-25,IND,ARE,IND-ARE,7,987.0,0.6275,196.91,TK
2024-03-25,NLD,UKR,NLD-UKR,3,591.0,0.4938,348.03,BA
2024-03-25,USA,SAU,USA-SAU,7,1071.0,0.45,265.55,EK
2024-03-25,DEU,THA,DEU-THA,5,820.0,0.8582,564.49,EK
2024-03-25,CAN,SAU,CAN-SAU,10,1440.0,0.45,405.88,DL
2024-03-25,JPN,RUS,JPN-RUS,8,1520.0,0.7892,204.92,LH
2024-03-25,AUS,THA,AUS-THA,3,462.0,0.6972,481.53,EK
2024-03-25,AUS,ISR,AUS-ISR,3,477.0,0.7134,410.9,EK
2024-03-25,NLD,FRA,NLD-FRA,5,705.0,0.8094,379.63,TK
2024-03-25,NLD,DEU,NLD-DEU,8,1560.0,0.522,499.28,AF
2024-03-25,GBR,CYP,GBR-CYP,10,1660.0,0.9089,229.56,TK
2024-03-25,USA,CYP,USA-CYP,6,1182.0,0.9237,391.29,EK
2024-03-25,GBR,POL,GBR-POL,1,141.0,0.5654,252.85,EK
2024-03-26,FRA,POL,FRA-POL,5,810.0,0.5683,238.66,BA
2024-03-26,DEU,ESP,DEU-ESP,7,987.0,0.7138,210.96,DL
2024-03-26,USA,ARE,USA-ARE,4,680.0,0.7919,579.16,BA
2024-03-26,AUS,FRA,AUS-FRA,8,1504.0,0.6805,437.81,LH
2024-03-26,NLD,ROU,NLD-ROU,4,648.0,0.5817,590.54,AF
2024-03-26,IND,DEU,IND-DEU,4,700.0,0.7472,248.31,LH
2024-03-26,AUS,GBR,AUS-GBR,5,915.0,0.7468,421.85,AA
2024-03-26,IND,SAU,IND-SAU,2,340.0,0.8976,243.56,TK
2024-03-26,JPN,ITA,JPN-ITA,10,1580.0,0.4597,359.26,DL
2024-03-26,USA,MDA,USA-MDA,4,636.0,0.7884,419.24,QR
2024-03-26,DEU,ISR,DEU-ISR,1,180.0,0.6548,489.66,EK
2024-03-26,CAN,MDA,CAN-MDA,2,312.0,0.7752,624.61,LH
2024-03-27,JPN,ISR,JPN-ISR,10,1890.0,0.4992,421.07,AF
2024-03-27,DEU,DEU,DEU-DEU,3,456.0,0.7083,508.47,TK
2024-03-27,GBR,LBN,GBR-LBN,11,2090.0,0.6156,512.69,TK
2024-03-27,GBR,ROU,GBR-ROU,5,835.0,0.8269,413.47,UA
2024-03-27,GBR,PRT,GBR-PRT,9,1458.0,0.6455,374.72,AA
2024-03-27,CAN,USA,CAN-USA,5,775.0,0.7573,294.6,DL
2024-03-27,GBR,ITA,GBR-ITA,10,1880.0,0.68,249.4,AF
2024-03-27,IND,ESP,IND-ESP,8,1312.0,0.7722,461.46,QR
2024-03-27,AUS,USA,AUS-USA,2,384.0,0.6205,347.98,DL
2024-03-27,CHN,POL,CHN-POL,4,784.0,0.5203,401.75,TK
2024-03-27,GBR,RUS,GBR-RUS,2,388.0,0.6874,588.47,TK
2024-03-28,AUS,USA,AUS-USA,9,1440.0,0.5819,375.42,TK
2024-03-28,GBR,POL,GBR-POL,8,1552.0,0.5082,242.39,BA
2024-03-28,NLD,ARE,NLD-ARE,11,1760.0,0.45,353.94,UA
2024-03-28,USA,TUR,USA-TUR,6,1026.0,0.7829,224.53,LH
2024-03-28,AUS,MDA,AUS-MDA,10,1620.0,0.7642,305.87,AF
2024-03-28,CAN,ROU,CAN-ROU,11,1760.0,0.5779,573.98,AA
2024-03-28,CHN,MDA,CHN-MDA,1,146.0,0.7718,320.44,AA
2024-03-28,CAN,TUR,CAN-TUR,11,1694.0,0.7721,505.17,LH
2024-03-28,IND,SAU,IND-SAU,10,1730.0,0.725,214.92,LH
2024-03-29,DEU,NLD,DEU-NLD,10,1530.0,0.8748,210.97,TK
2024-03-29,CHN,GBR,CHN-GBR,9,1260.0,0.645,474.34,AF
2024-03-29,CHN,ITA,CHN-ITA,6,1056.0,0.8726,522.59,EK
2024-03-29,NLD,UKR,NLD-UKR,8,1216.0,0.695,341.62,KL
2024-03-29,CHN,JOR,CHN-JOR,1,190.0,0.45,403.34,DL
2024-03-29,AUS,TUR,AUS-TUR,2,320.0,0.6846,423.46,DL
2024-03-29,DEU,LBN,DEU-LBN,1,180.0,0.7367,414.94,QR
2024-03-29,FRA,NLD,FRA-NLD,10,1820.0,0.8813,564.67,EK
2024-03-29,AUS,JOR,AUS-JOR,2,292.0,0.6235,355.84,DL
2024-03-29,AUS,FRA,AUS-FRA,2,380.0,0.7773,548.05,BA
2024-03-29,CHN,CYP,CHN-CYP,6,876.0,0.6688,364.78,LH
2024-03-29,CHN,POL,CHN-POL,11,1628.0,0.8586,455.02,KL
2024-03-29,GBR,FRA,GBR-FRA,2,328.0,0.6658,582.08,EK
2024-03-29,NLD,ESP,NLD-ESP,8,1448.0,0.7675,602.27,EK
2024-03-29,CHN,THA,CHN-THA,4,648.0,0.6992,539.63,AA
2024-03-29,AUS,GBR,AUS-GBR,4,732.0,0.6656,389.68,UA
2024-03-29,NLD,ITA,NLD-ITA,5,935.0,0.7116,358.79,UA
2024-03-29,FRA,NLD,FRA-NLD,5,960.0,0.8197,590.67,TK
2024-03-30,CAN,PRT,CAN-PRT,5,975.0,0.7206,203.81,AF
2024-03-30,DEU,PRT,DEU-PRT,10,1400.0,0.6197,238.66,AA
2024-03-30,AUS,TUR,AUS-TUR,5,925.0,0.8758,349.29,LH
2024-03-30,DEU,EGY,DEU-EGY,5,985.0,0.7664,355.14,DL
2024-03-30,IND,RUS,IND-RUS,7,980.0,0.6003,337.52,TK
2024-03-30,GBR,ISR,GBR-ISR,10,1710.0,0.8422,308.82,DL
2024-03-30,USA,RUS,USA-RUS,10,1450.0,0.6751,588.93,LH
2024-03-30,USA,GRC,USA-GRC,5,870.0,0.7195,444.56,TK
2024-03-30,IND,ESP,IND-ESP,3,426.0,0.6762,553.69,KL
2024-03-30,CAN,NLD,CAN-NLD,6,1074.0,0.6805,345.94,EK
2024-03-30,FRA,ROU,FRA-ROU,10,1950.0,0.45,395.7,AF
2024-03-31,USA,RUS,USA-RUS,11,1540.0,0.45,628.35,DL
2024-03-31,CHN,FRA,CHN-FRA,2,326.0,0.7803,330.38,KL
2024-03-31,FRA,ITA,FRA-ITA,7,1148.0,0.7983,476.87,BA
2024-03-31,IND,SAU,IND-SAU,5,985.0,0.7714,225.57,LH
2024-03-31,FRA,FRA,FRA-FRA,7,1288.0,0.7205,436.99,DL
2024-03-31,CAN,DEU,CAN-DEU,3,591.0,0.45,198.55,TK
2024-03-31,AUS,DEU,AUS-DEU,4,680.0,0.8687,322.31,AA
2024-03-31,CAN,CYP,CAN-CYP,4,728.0,0.6331,619.03,AF
2024-03-31,GBR,TUR,GBR-TUR,6,1158.0,0.45,245.6,QR
2024-03-31,IND,ISR,IND-ISR,7,1015.0,0.45,556.45,UA
2024-03-31,IND,GRC,IND-GRC,4,580.0,0.45,337.49,LH
2024-03-31,DEU,PRT,DEU-PRT,4,648.0,0.6576,219.82,UA
2024-03-31,JPN,ITA,JPN-ITA,8,1224.0,0.6172,411.93,KL
2024-03-31,NLD,DEU,NLD-DEU,4,740.0,0.45,545.67,UA
2024-03-31,IND,USA,IND-USA,1,142.0,0.7471,512.76,UA
2024-03-31,GBR,EGY,GBR-EGY,11,2090.0,0.4748,358.88,AA
2024-03-31,CHN,LBN,CHN-LBN,3,537.0,0.6688,369.05,AF
2024-03-31,CAN,DEU,CAN-DEU,3,456.0,0.8194,219.02,UA
2024-03-31,NLD,RUS,NLD-RUS,3,486.0,0.8352,544.84,AF
2024-03-31,NLD,USA,NLD-USA,6,876.0,0.5997,298.58,TK
2024-03-31,DEU,RUS,DEU-RUS,2,332.0,0.5911,211.69,BA
2024-03-31,FRA,GBR,FRA-GBR,6,1110.0,0.8555,525.25,TK
2024-03-31,JPN,TUR,JPN-TUR,5,915.0,0.4761,590.14,AA
2024-03-31,NLD,ROU,NLD-ROU,9,1413.0,0.7476,627.51,TK
2024-03-31,USA,USA,USA-USA,11,1562.0,0.7254,224.21,QR
2024-03-31,IND,FRA,IND-FRA,4,560.0,0.6819,277.3,LH
2024-04-01,NLD,MDA,NLD-MDA,8,1176.0,0.7567,214.66,KL
2024-04-01,GBR,USA,GBR-USA,11,1551.0,0.8751,245.04,LH
2024-04-01,NLD,LBN,NLD-LBN,3,462.0,0.6804,488.05,KL
2024-04-01,GBR,GRC,GBR-GRC,11,1606.0,0.45,493.99,DL
2024-04-01,CHN,USA,CHN-USA,7,1351.0,0.45,649.57,EK
2024-04-01,CHN,FRA,CHN-FRA,7,1365.0,0.45,356.12,TK
2024-04-01,IND,GBR,IND-GBR,5,860.0,0.6347,608.11,BA
2024-04-01,AUS,RUS,AUS-RUS,3,498.0,0.6055,326.83,KL
2024-04-01,USA,ESP,USA-ESP,11,1980.0,0.6629,568.61,TK
2024-04-01,DEU,DEU,DEU-DEU,10,1750.0,0.801,421.95,AF
2024-04-02,AUS,UKR,AUS-UKR,2,330.0,0.7421,459.4,AA
2024-04-02,USA,GBR,USA-GBR,6,1188.0,0.7212,515.19,AA
2024-04-02,GBR,DEU,GBR-DEU,8,1336.0,0.7886,520.26,EK
2024-04-02,CAN,CYP,CAN-CYP,4,580.0,0.7256,647.3,KL
2024-04-02,DEU,FRA,DEU-FRA,8,1512.0,0.5188,426.47,AF
2024-04-02,CAN,GRC,CAN-GRC,5,950.0,0.5283,526.39,UA
2024-04-02,NLD,NLD,NLD-NLD,2,324.0,0.45,261.34,KL
2024-04-02,CHN,TUR,CHN-TUR,6,1104.0,0.6636,397.58,LH
2024-04-02,CAN,EGY,CAN-EGY,6,1020.0,0.7582,219.84,BA
2024-04-02,IND,GBR,IND-GBR,2,294.0,0.45,536.42,LH
2024-04-02,USA,ROU,USA-ROU,8,1392.0,0.8658,453.81,EK
2024-04-02,DEU,JOR,DEU-JOR,9,1692.0,0.45,518.25,EK
2024-04-03,DEU,POL,DEU-POL,11,2090.0,0.6799,495.89,TK
2024-04-03,DEU,USA,DEU-USA,9,1566.0,0.4655,277.52,QR
2024-04-03,NLD,CYP,NLD-CYP,10,1630.0,0.664,342.69,DL
2024-04-03,CAN,LBN,CAN-LBN,10,1610.0,0.5274,495.54,KL
2024-04-03,USA,ARE,USA-ARE,3,456.0,0.9237,527.28,LH
2024-04-03,NLD,ESP,NLD-ESP,10,1900.0,0.4679,662.16,BA
2024-04-03,CAN,PRT,CAN-PRT,7,1267.0,0.45,202.02,KL
2024-04-03,AUS,ISR,AUS-ISR,10,1880.0,0.6169,386.63,AA
2024-04-04,GBR,USA,GBR-USA,2,362.0,0.771,213.48,EK
2024-04-04,GBR,PRT,GBR-PRT,7,1197.0,0.8921,458.46,LH
2024-04-04,FRA,JOR,FRA-JOR,5,730.0,0.6621,441.32,TK
2024-04-04,DEU,NLD,DEU-NLD,11,1628.0,0.45,219.58,BA
2024-04-04,GBR,USA,GBR-USA,7,1351.0,0.8797,241.12,AA
2024-04-04,CHN,TUR,CHN-TUR,5,790.0,0.6577,388.24,KL
2024-04-04,CAN,TUR,CAN-TUR,11,1639.0,0.8119,575.62,DL
2024-04-04,USA,CYP,USA-CYP,4,612.0,0.45,432.8,BA
2024-04-04,CHN,JOR,CHN-JOR,7,1337.0,0.45,515.56,AA
2024-04-04,GBR,ARE,GBR-ARE,10,1940.0,0.45,521.37,AA
2024-04-04,USA,ESP,USA-ESP,7,1162.0,0.5381,526.68,KL
2024-04-05,DEU,ISR,DEU-ISR,10,1630.0,0.6548,410.72,AF
2024-04-05,NLD,UKR,NLD-UKR,5,770.0,0.6528,338.64,UA
2024-04-05,USA,EGY,USA-EGY,7,994.0,0.8514,540.07,KL
2024-04-05,DEU,PRT,DEU-PRT,8,1360.0,0.8036,226.88,AA
2024-04-05,DEU,LBN,DEU-LBN,9,1665.0,0.6376,454.87,EK
2024-04-05,CAN,GRC,CAN-GRC,1,140.0,0.6773,457.03,DL
2024-04-05,NLD,MDA,NLD-MDA,5,780.0,0.6848,230.24,DL
2024-04-05,JPN,MDA,JPN-MDA,2,380.0,0.7157,431.37,UA
2024-04-06,IND,ISR,IND-ISR,10,1480.0,0.8121,575.19,BA
2024-04-06,JPN,ISR,JPN-ISR,3,534.0,0.5382,448.32,KL
2024-04-06,USA,GBR,USA-GBR,3,459.0,0.8722,601.25,AF
2024-04-06,CAN,ROU,CAN-ROU,7,1085.0,0.8035,563.91,DL
2024-04-06,FRA,POL,FRA-POL,11,1551.0,0.8251,285.73,AA
2024-04-06,USA,FRA,USA-FRA,11,1683.0,0.6839,273.79,LH
2024-04-06,IND,CYP,IND-CYP,7,1190.0,0.9377,546.59,BA
2024-04-06,IND,FRA,IND-FRA,2,336.0,0.7107,308.7,KL
2024-04-06,GBR,ESP,GBR-ESP,10,1500.0,0.4828,467.8,BA
2024-04-06,GBR,THA,GBR-THA,2,360.0,0.7003,557.07,AF
2024-04-06,DEU,NLD,DEU-NLD,3,468.0,0.6328,208.92,LH
2024-04-06,DEU,ITA,DEU-ITA,4,732.0,0.5989,245.62,BA
2024-04-06,USA,TUR,USA-TUR,4,632.0,0.7625,226.93,AA
2024-04-07,USA,UKR,USA-UKR,6,1158.0,0.45,386.99,DL
2024-04-07,CHN,UKR,CHN-UKR,8,1232.0,0.5431,215.03,EK
2024-04-07,CHN,LBN,CHN-LBN,11,1936.0,0.6718,461.9,AA
2024-04-07,DEU,NLD,DEU-NLD,8,1216.0,0.4926,233.64,BA
2024-04-07,JPN,DEU,JPN-DEU,8,1456.0,0.529,598.36,QR
2024-04-07,USA,POL,USA-POL,2,308.0,0.5952,511.71,AA
2024-04-07,AUS,THA,AUS-THA,4,732.0,0.45,514.9,EK
2024-04-07,CHN,PRT,CHN-PRT,6,1116.0,0.5843,528.0,UA
2024-04-07,GBR,MDA,GBR-MDA,9,1566.0,0.6846,432.76,TK
2024-04-07,CHN,GBR,CHN-GBR,2,326.0,0.8091,470.99,BA
2024-04-07,AUS,ITA,AUS-ITA,2,322.0,0.5308,477.05,TK
2024-04-07,FRA,LBN,FRA-LBN,1,150.0,0.553,327.99,BA
2024-04-07,DEU,LBN,DEU-LBN,6,978.0,0.8086,445.34,KL
2024-04-07,IND,GRC,IND-GRC,3,435.0,0.786,388.59,TK
2024-04-07,JPN,PRT,JPN-PRT,10,1840.0,0.7615,359.16,EK
2024-04-07,CHN,NLD,CHN-NLD,6,1158.0,0.5907,246.44,EK
2024-04-07,AUS,NLD,AUS-NLD,4,724.0,0.5024,601.86,TK
2024-04-07,USA,TUR,USA-TUR,1,166.0,0.7443,240.69,LH
2024-04-07,DEU,DEU,DEU-DEU,7,1330.0,0.45,520.24,AA
2024-04-07,DEU,LBN,DEU-LBN,8,1280.0,0.666,368.71,AA
2024-04-07,DEU,GRC,DEU-GRC,5,900.0,0.95,433.98,BA
2024-04-07,AUS,USA,AUS-USA,11,2156.0,0.6748,378.16,QR
2024-04-07,USA,CYP,USA-CYP,2,380.0,0.4757,383.68,KL
2024-04-08,CHN,CYP,CHN-CYP,3,426.0,0.8691,340.31,KL
2024-04-08,CAN,EGY,CAN-EGY,1,153.0,0.6951,219.17,EK
2024-04-08,AUS,POL,AUS-POL,4,584.0,0.6666,317.81,QR
2024-04-08,IND,FRA,IND-FRA,8,1264.0,0.566,367.94,AA
2024-04-08,NLD,UKR,NLD-UKR,4,620.0,0.572,380.11,AF
2024-04-08,DEU,CYP,DEU-CYP,6,1128.0,0.45,396.51,QR
2024-04-08,JPN,UKR,JPN-UKR,7,1197.0,0.7376,187.64,UA
2024-04-08,CAN,ITA,CAN-ITA,7,1225.0,0.6951,239.05,EK
2024-04-08,JPN,JOR,JPN-JOR,2,352.0,0.45,244.49,AA
2024-04-08,JPN,POL,JPN-POL,10,1890.0,0.7316,450.19,AF
2024-04-08,IND,UKR,IND-UKR,9,1431.0,0.7839,360.04,DL
2024-04-08,DEU,MDA,DEU-MDA,7,1211.0,0.6544,523.69,AF
2024-04-08,NLD,ITA,NLD-ITA,7,1260.0,0.7055,346.91,AA
2024-04-08,NLD,FRA,NLD-FRA,9,1494.0,0.6497,367.0,QR
2024-04-08,FRA,ISR,FRA-ISR,9,1494.0,0.7506,392.1,AF
2024-04-08,FRA,ARE,FRA-ARE,3,516.0,0.4909,690.11,TK
2024-04-08,DEU,NLD,DEU-NLD,1,167.0,0.7409,191.86,TK
2024-04-09,NLD,UKR,NLD-UKR,8,1536.0,0.8837,351.07,TK
2024-04-09,FRA,USA,FRA-USA,6,1032.0,0.9068,243.16,EK
2024-04-09,AUS,FRA,AUS-FRA,8,1448.0,0.4975,439.51,AA
2024-04-09,IND,MDA,IND-MDA,7,1218.0,0.8594,236.39,AA
2024-04-09,DEU,LBN,DEU-LBN,11,1815.0,0.5616,436.94,QR
